video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at
EkpHXNymFYE,Kithe Reh Gaya Video | Neeti Mohan | Abhijit Vaghani | Kumaar | Sanu Nehar Wale Pul Te Bulake,T-Series,2019-01-31,2019,1,2621,PT4M12S,124353139,1070456.0,19324.0,47444.92,0,en,English,search,10,2026-04-05 12:42:04
VU23OPQ1Pmc,@SaiAbhyankkar - Katchi Sera (Music Video) | Samyuktha | Ken Royson | Think Indie,Think Music India,2024-01-22,2024,1,803,PT3M5S,260667781,1888189.0,28312.0,324617.41,1,en,English,search,10,2026-04-05 12:42:04
Rohq6vnA2kU,Ta ta ta ta DJ BoTyA & DJ SATREX Exclusive Arabic Remix 2023🩸(Odai Zagha),CYUQON_零,2023-11-03,2023,11,884,PT2M43S,20068911,40504.0,988.0,22702.39,0,en,English,search,10,2026-04-05 12:42:04
6WrVXWgn094,Soolking ft. Gazo - Casanova [Clip Officiel],Soolking Officiel,2023-07-06,2023,7,1003,PT3M5S,289820547,1156546.0,28257.0,288953.69,1,fr,French,search,10,2026-04-05 12:42:04
KHKJ1vFpXDs,TOP 10 SONG VIRAL PHONK/FUNK 2025 🎵,CRXSH,2025-12-30,2025,12,95,PT14M41S,11521707,59732.0,3089.0,121281.13,1,en-US,en-US,search,10,2026-04-05 12:42:04
XdcS0avyC7U,GG (Official Video) Gulab Sidhu | Jang Dhillon | Latest Punjabi Song 2026 | New Punjabi Song 2026,Agaz Music,2026-03-21,2026,3,15,PT2M46S,4994787,55458.0,733.0,332985.8,1,en,English,CA,10,2026-04-05 12:42:04
w-nd9-lNrhE,"Raa Raa Naa Veera Song With Telugu Lyrics | Ganga (Muni 3) | Lawrence, Tapasee | Maa Paata Mee Nota",Maa Paata Mee Nota,2021-07-29,2021,7,1711,PT3M59S,36847406,137737.0,1700.0,21535.6,0,en,English,search,10,2026-04-05 12:42:04
OSBan_sH_b8,Davido - UNAVAILABLE (Official Video) ft. Musa Keys,DavidoVEVO,2023-04-11,2023,4,1089,PT3M10S,145777781,838021.0,26897.0,133863.89,1,en,English,search,10,2026-04-05 12:42:04
ivOBBVS55_w,🇮🇳INDIAN vs KOREAN 🇰🇷😱😱👈 #bts #blackpink #trending #beautiful #viral #shortsfeed #shorts #kpop #lisa,Black pink world ,2024-05-10,2024,5,695,PT40S,13279210,439323.0,11934.0,19106.78,0,en,English,search,10,2026-04-05 12:42:04
GhS60ppvoxY,"Afrobeat Instrumental 2024 ""DODO"" Afro Pop, Dancehall x Afrobeat Type Beat",COS COS,2024-10-30,2024,10,521,PT2M48S,66547,589.0,19.0,127.73,0,en,English,search,10,2026-04-05 12:42:04
uoHol5Dr_go,진 (Jin) 'Running Wild' Official MV,HYBE LABELS,2024-11-15,2024,11,506,PT3M18S,30928574,1358619.0,149593.0,61123.66,0,ko,Korean,search,10,2026-04-05 12:42:04
AKHFgJkebQ0,Es Un Secreto (Remasterizada 2024),Plan B - Topic,2023-02-25,2023,2,1134,PT3M54S,176993528,818920.0,2845.0,156078.95,1,es,Spanish,search,10,2026-04-05 12:42:05
w9rXrSMk17s,Geceler | Gejala | Kizlar | Turkish Song | Tiktok Trending | Remix | Arabic Remix Song | 2023,SUPERSTAR SALBI 555,2023-10-28,2023,10,890,PT3M49S,7529681,62202.0,1730.0,8460.32,0,en,English,search,10,2026-04-05 12:42:05
oFKu8wm7RcA,Ryan Castro - JORDAN 🏀 (Video Oficial),Ryan Castro,2021-05-08,2021,5,1792,PT3M39S,541344031,2445018.0,54661.0,302089.3,1,es-419,es-419,search,10,2026-04-05 12:42:05
ddBWaUmdbKA,Ayer Hable Con Dios,Corridos del Rey - Topic,2026-03-31,2026,3,5,PT2M24S,1308412,23433.0,0.0,261682.4,1,es,Spanish,US,10,2026-04-05 12:42:05
vYCZ4xYvsac,You & Me,DOK2 - Topic,2026-03-28,2026,3,8,PT2M49S,715143,7001.0,265.0,89392.88,0,en,English,KR,10,2026-04-05 12:42:05
MkElfR_NPBI,Little Mix - Black Magic (Official Video),littlemixVEVO,2015-05-29,2015,5,3964,PT3M46S,1132808728,8478496.0,223115.0,285774.15,1,en,English,search,10,2026-04-05 12:42:05
jJuZ8HMDGFo,"อดีตก็คืออดีต - Dax Rock Rider Feat.หนึ่ง ETC., เชาว์ COCKTAIL I OFFICIAL MV",ME RECORDS,2026-03-26,2026,3,10,PT5M20S,1742218,13705.0,935.0,174221.8,1,th,Thai,TH,10,2026-04-05 12:42:05
uLK2r3sG4lE,Tyla - PUSH 2 START (Official Music Video),TylaVEVO,2024-11-07,2024,11,513,PT2M39S,146749253,1074511.0,29594.0,286060.92,1,en,English,search,10,2026-04-05 12:42:05
7jMNpnQel74,Sami Yusuf  Hasbi Rabbi (With Urdu English Translation),Positive Lyrics,2020-04-30,2020,4,2165,PT3M16S,236774194,1787227.0,59638.0,109364.52,1,en,English,search,10,2026-04-05 12:42:05
X-MZXIXPwFw,"King of Kotha - Kotha Raja Video | Feat. Asal Kolaar, Dabzee, Roll Rida & Mu. Ri | Jakes Bejoy",Sony Music Malayalam,2023-08-26,2023,8,953,PT4M45S,64421205,545017.0,7739.0,67598.33,0,en-GB,en-GB,search,10,2026-04-05 12:42:05
vl2MSU5edrg,They are so cute #choir #kids #song #viral #trending #trendingshorts #girls #tiktok #singer #music,nikkimomo :3,2025-07-08,2025,7,270,PT33S,77436359,1720768.0,13088.0,286801.33,1,en-US,en-US,search,10,2026-04-05 12:42:05
NGTIoylqhQE,AYMO - TWERK (prod. by PTL) [Official Video],MOONBOYS ENTERTAINMENT,2026-04-02,2026,4,2,PT2M58S,67020,3106.0,233.0,33510.0,0,de,German,DE,10,2026-04-05 12:42:05
Df2r-zrVj5U,DIL DARIAN (Official Video) | Kambi Rajpuria | Latest Punjabi Songs 2024,T-Series Apna Punjab,2024-03-03,2024,3,763,PT3M31S,38333364,223900.0,6207.0,50240.32,0,en,English,search,10,2026-04-05 12:42:05
CuklIb9d3fI,BTS (방탄소년단) 'Permission to Dance' Official MV,HYBE LABELS,2021-07-09,2021,7,1731,PT5M,711439872,17889531.0,3375940.0,410999.35,1,ko,Korean,search,10,2026-04-05 12:42:05
B_6d3RBiEN0,#GulabiSadi ( गुलाबी साडी ) | Official #video | Sanju Rathod | G-Spark | Prajakta | #marathi Song,Sanju Rathod SR,2024-02-06,2024,2,789,PT3M46S,537717082,3330848.0,53438.0,681517.21,1,mr,Marathi,search,10,2026-04-05 12:42:05
ebz20FHrT44,Belageddu - Kirik Party | Rakshit Shetty | Rashmika Mandanna | Vijay Prakash | B Ajaneesh Lokanath,Paramvah Music,2016-11-25,2016,11,3417,PT4M30S,140489867,517038.0,18643.0,41114.97,0,en,English,search,10,2026-04-05 12:42:05
S9qaZ1AWdPw,Shaky ( Official #Video ) Sanju Rathod Ft. Isha Malviya | G-Spark | New #Marathi Songs 2025,ManishSamratVEVO,2025-12-03,2025,12,122,PT3M36S,4832330,8209.0,96.0,39609.26,0,en,English,search,10,2026-04-05 12:42:05
I6iSPLbeFxU,"माझं कोकण भारी (Maza Konkan Bhari) - घरत गणपती | The Konkan Collective, Sanket Sane",Panorama Music Marathi,2024-06-21,2024,6,653,PT2M36S,15393145,58238.0,972.0,23572.96,0,en-IN,en-IN,search,10,2026-04-05 12:42:05
velRGQDJscM,"Baahubali - The Epic Release Trailer (Tamil) | Prabhas, Rana | SS Rajamouli | 31st October 2025",Lahari Music,2025-10-24,2025,10,162,PT2M36S,1841126,42264.0,789.0,11364.98,0,en-IN,en-IN,search,10,2026-04-05 12:42:05
doncJvx5Ftg,"Solava Saal (सोळाव साल) | Official Video | Raj Irmali, Sonali S | Vishal P, Srushti A, Tanu B&Nobita",Raj irmali,2024-07-31,2024,7,613,PT4M58S,49144470,182849.0,3922.0,80170.42,0,en,English,search,10,2026-04-05 12:42:05
9sg-A-eS6Ig,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox",EnriqueIglesiasVEVO,2017-02-24,2017,2,3327,PT3M53S,1599026397,7030455.0,175287.0,480621.1,1,en,English,search,10,2026-04-05 12:42:05
77YFPhgt8P0,Fireboy DML - Everyday (Official Video),FireboyDMLVEVO,2024-06-04,2024,6,669,PT3M8S,17113554,101311.0,2702.0,25580.8,0,en,English,search,10,2026-04-05 12:42:05
icoy62wfJMU,#Video - दिलवा ले जा रुमाल मे | #Pawan Singh | Dilwa Le Ja Rumaal Me | New Bhojpuri Song 2025,SSB RECORDS,2025-04-13,2025,4,357,PT3M30S,239152411,1090407.0,46381.0,669894.71,1,en,English,search,10,2026-04-05 12:42:05
UsW95hX8GTQ,Maharaja Release Trailer (Tamil) | Vijay Sethupathi | Anurag Kashyap | Mamta Mohandas,Junglee Music Tamil,2024-06-11,2024,6,663,PT1M51S,3398311,61566.0,1170.0,5125.66,0,en,English,search,10,2026-04-05 12:42:05
Kcj5-jWxgKs,Let Me Down Slowly,Alec Benjamin - Topic,2018-05-24,2018,5,2873,PT2M50S,250784489,2769160.0,9538.0,87290.11,0,en,English,search,10,2026-04-05 12:42:05
PncWmvaypes,312-391,La Rvfleuze - Topic,2026-03-26,2026,3,9,PT2M4S,625104,8082.0,127.0,69456.0,0,en,English,FR,10,2026-04-05 12:42:05
cEajvAjw1PQ,كليب قلب البعبع من جوه ( معيش حاجة لدنيتى ) مصطفي الجن و هادي الصغير - توزيع دولسي برودكشن,مصطفي الجن و هادي الصغير - تيم الابداع,2026-03-19,2026,3,16,PT4M6S,557356,4637.0,108.0,34834.75,0,ar,Arabic,EG,10,2026-04-05 12:42:05
iOxzG3jjFkY,Willy William - Ego (Clip Officiel),Willy William,2015-11-02,2015,11,3806,PT3M24S,1187332250,7466034.0,240211.0,311963.28,1,fr,French,search,10,2026-04-05 12:42:05
RpZRtX2mQdc,Diamond Platnumz x Jason Derulo ft Khalil Harisson & Chley - Komasava Remix (Official Music Video),Diamond Platnumz,2024-07-25,2024,7,618,PT4M51S,52782247,534238.0,31253.0,85408.17,0,en,English,search,10,2026-04-05 12:42:05
JFomqEoGwS8,"ANIMAL TAMIL SCENE #22: Rashmika Slaps Ranbir😲 | Breaks Her Heart | Ranbir K, Rashmika, Sandeep V",T-Series Tamil,2024-07-15,2024,7,628,PT7M8S,2656281,12342.0,188.0,4229.75,0,en,English,search,10,2026-04-05 12:42:05
qb20ctf6LoY,2 Chainz & Rollies 2026 (Prod. by Lil Moshpit),ZENE THE ZILLA - Topic,2026-03-27,2026,3,9,PT3M29S,880532,5800.0,328.0,97836.89,0,en,English,KR,10,2026-04-05 12:42:05
qPvHXFombyU,Música de Natal - Bate o Sino Pequenino - Coleção Miau,Coleção Miau,2014-12-17,2014,12,4126,PT2M34S,96714847,563953.0,0.0,23440.34,0,pt,Portuguese,search,10,2026-04-05 12:42:05
HX8YBnmq5gU,Sira (Official Video)| Dilpreet Dhillon Ft Shipra Goyal | Desi Crew | Latest Punjabi Songs 2024,Speed Records,2021-12-21,2021,12,1566,PT2M56S,90782555,654144.0,6927.0,57970.98,0,en,English,search,10,2026-04-05 12:42:05
3gDMSnoBKng,MAMA Artist of the year from 2009 to 2024 || #bts #shorts,𝗞𝗔𝗧𝗛 𝗞-𝗞𝗢𝗡𝗡𝗘𝗖𝗧,2025-06-27,2025,6,282,PT42S,23055387,468818.0,5135.0,81756.69,0,en,English,search,10,2026-04-05 12:42:05
rVMJ2v5GccA,Tak Sedalam Ini - Arief Putra (Reggae Cover) | By Arman Ofi Feat. Shifa Vibes,Arman Ofi,2026-03-25,2026,3,11,PT5M3S,392011,1013.0,49.0,35637.36,0,id,Indonesian,ID,10,2026-04-05 12:42:05
UbTvuzgfy7Q,O Pilaga Venkati Full Song | Singer Prabha | Pooja Nageshwar | Bhavya Tunes,BHAVYA Tunes,2024-07-08,2024,7,636,PT4M29S,364142224,1832016.0,39894.0,572550.67,1,en,English,search,10,2026-04-05 12:42:05
3al1iiZSa08,Sakhu (सखू) | Trending Marathi Song | Vishal Phale x Sneha Nambiar | Brahmaa | Sonali Sonawane,Bhairava Films,2025-03-27,2025,3,374,PT3M5S,9635536,49778.0,960.0,25763.47,0,en,English,search,10,2026-04-05 12:42:05
mZeRfEQo0wE,Morgan Luna - Infinite Love | Soul Blues | Emotional Blues Music,Morgan Luna,2026-03-28,2026,3,7,PT5M34S,2561831,39047.0,717.0,365975.86,1,en-US,en-US,GB,10,2026-04-05 12:42:05
MGFNECfVBO4,Página De Ex (Ao Vivo),Mari Fernandez - Topic,2026-03-29,2026,3,7,PT2M42S,162581,1099.0,3.0,23225.86,0,pt-PT,pt-PT,BR,10,2026-04-05 12:42:05
AVN7SJkNOR0,Lose My Mind (feat. Doja Cat) (From F1® The Movie),Don Toliver - Topic,2025-04-30,2025,4,339,PT3M30S,82051359,501752.0,2472.0,242039.41,1,en,English,search,10,2026-04-05 12:42:05
EkGiGf8utCM,Aya Nakamura - Copines (Clip officiel),Aya Nakamura,2018-08-24,2018,8,2780,PT2M58S,671904893,4877552.0,122265.0,241692.41,1,fr,French,search,10,2026-04-05 12:42:05
EvzNDQLwCqw,Ehsaas (Lyric Video) Faheem Abdullah | Vaibhav Pani | Hyder Dar,Universal Music India,2025-04-11,2025,4,359,PT3M50S,75592179,583481.0,10493.0,210563.17,1,en,English,search,10,2026-04-05 12:42:05
W3y-tkuLhvY,#Video | पगली देखावे अगरबत्ती | #Neelkamal Singh | Pagli Dekhave Agarbatti | #Bhojpuri Song,Saregama Hum Bhojpuri,2023-09-28,2023,9,920,PT3M45S,381254655,1425112.0,30258.0,414407.23,1,hi,Hindi,search,10,2026-04-05 12:42:05
C44xpULvxKE,House Of Memories Edit #skz #shorts #viral #kpopshorts,Kpop Collection ~ 🤡,2022-08-07,2022,8,1337,PT26S,11198720,658699.0,3208.0,8376.01,0,en,English,search,10,2026-04-05 12:42:05
gRdaIqQM-Js,Simge - Miş Miş,netd müzik,2015-06-11,2015,6,3951,PT3M14S,269400188,662558.0,21772.0,68185.32,0,tr,Turkish,search,10,2026-04-05 12:42:05
as0BxpTuePc,Afro House Mix 2025 | Unfold. ID 4,unfold.,2024-06-23,2024,6,650,PT29M5S,10909900,82512.0,926.0,16784.46,0,en,English,search,10,2026-04-05 12:42:05
N7C24ZtXykg,Belakina Kavithe Video Song [Kannada] | Banaras | Zaid Khan | Sonal Monteiro | B.Ajaneesh Loknath,Lahari Music,2022-10-22,2022,10,1260,PT3M40S,50852826,308235.0,3661.0,40359.39,0,en-IN,en-IN,search,10,2026-04-05 12:42:05
4NRXx6U8ABQ,The Weeknd - Blinding Lights (Official Video),TheWeekndVEVO,2020-01-21,2020,1,2265,PT4M23S,1016945186,11245454.0,334630.0,448982.42,1,en,English,search,10,2026-04-05 12:42:05
dj7QJ0-VIHc,Türkiye'de Her Yılın En Çok Dinlenen Şarkısı (2017-2024),Freyawie,2025-03-23,2025,3,378,PT36S,4472194,84721.0,2605.0,11831.2,0,tr,Turkish,search,10,2026-04-05 12:42:05
HFcds50HLFU,Qual Foi? - MC Cebezinho e MC Meno k ( LC Da Roça )  Vídeo clipe Oficial,MC Cebezinho,2026-04-02,2026,4,2,PT2M53S,197035,3673.0,98.0,98517.5,0,pt-PT,pt-PT,BR,10,2026-04-05 12:42:05
zG5gWncAhls,"LET'S GO 4 - DJ GBR, IG, Ryan SP, PH, Davi, Luki, Don Juan, Kadu ,GH do 7, GP, TrapLaudo",GR6 EXPLODE,2023-09-14,2023,9,934,PT11M33S,418036486,2469112.0,121877.0,447576.54,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:05
8k2ZpvvYPR0,Daqui pra Sempre,Manu Bahtidão - Topic,2023-09-21,2023,9,927,PT3M23S,81703945,485360.0,3197.0,88138.02,0,pt-PT,pt-PT,search,10,2026-04-05 12:42:05
KK4dC7rASYs,TitoM & Yuppe - Tshwala Bam [Ft. S.N.E & EeQue] (Official Music Video),TitoM,2024-04-04,2024,4,730,PT4M18S,102565746,708297.0,18464.0,140501.02,1,en,English,search,10,2026-04-05 12:42:05
6vPhcRew8hA,Maluma - Cosas Pendientes (Official Video),MalumaVEVO,2024-11-22,2024,11,499,PT4M31S,125196412,527565.0,10927.0,250894.61,1,es,Spanish,search,10,2026-04-05 12:42:05
BgrEdM0oaHc,El Mara - Santa Feka,Pinche Mara,2026-03-29,2026,3,7,PT5M13S,812300,40807.0,7535.0,116042.86,1,es-419,es-419,MX,10,2026-04-05 12:42:05
tf_5pt7hV2c,POMPI - PAHLAWAN PENGGANTI 2 || OFFICIAL MUSIC VIDEO,Pompi Sugiartana,2026-03-31,2026,3,5,PT4M16S,149255,1647.0,328.0,29851.0,0,id,Indonesian,ID,10,2026-04-05 12:42:05
Llq2oSf3C8s,"Ye Soch Ke Dil Mera Joro Se Dhadkta Hai Song Jubin Nautiyal |Bedardi Se Pyaar Ka Gurmeet C,2022 Song",SM Creations,2022-01-05,2022,1,1551,PT5M37S,10757128,67177.0,1301.0,6935.61,0,en,English,search,10,2026-04-05 12:42:05
Gp1RNYBckBs,Guli Mata - Saad Lamjarred | Shreya Ghoshal | Jennifer Winget | Anshul Garg,Play DMF,2023-07-12,2023,7,998,PT4M51S,521978680,4651659.0,130671.0,523024.73,1,en,English,search,10,2026-04-05 12:42:05
NqLe3mk__kg,Coi Leray - Better Than Yours (Official Music Video) ft. Youngboy Never Broke Again,CoiLerayVEVO,2026-03-20,2026,3,16,PT3M4S,3034718,103547.0,5201.0,189669.88,1,en,English,US,10,2026-04-05 12:42:05
fMKMDI1OsGo,Hạt Mưa Vương Vấn Remix (Bản Hot TikTok) - Hạt Mưa Vương Vấn Em Giờ Này Đang Nơi Đâu Remix,Air Remix,2026-03-22,2026,3,14,PT5M4S,787337,2713.0,83.0,56238.36,0,vi,Vietnamese,VN,10,2026-04-05 12:42:05
93ckR_1IbG4,DENOK - DIVA HANI - SIMPATIK MUSIC,SIMPATIK MUSIC OFFICIAL,2026-03-30,2026,3,6,PT8M3S,532470,4330.0,302.0,88745.0,0,id,Indonesian,ID,10,2026-04-05 12:42:05
kSzW90-NUlQ,"#Video - तोर कमर लचकार - #Ashish Yadav , #Khushi Kakkar का एक और बवाल - #New Magahi Song 2026",Swastik Records,2026-03-29,2026,3,7,PT2M53S,3162605,76352.0,2884.0,451800.71,1,en-IN,en-IN,IN,10,2026-04-05 12:42:05
gTastlkWMFs,Dwarikadhish Ne Khamma | Sabhiben Ahir | @RAJESH_AHIR | Song Of Faith | New Gujrati Song 2024,RAJESH AHIR,2024-07-20,2024,7,624,PT6M37S,66589061,264723.0,5896.0,106713.24,1,en,English,search,10,2026-04-05 12:42:05
Cb0JZhdmjtg,IRIS OUT,Kenshi Yonezu - Topic,2025-09-14,2025,9,203,PT2M32S,100588714,589462.0,4492.0,495510.91,1,en,English,search,10,2026-04-05 12:42:05
TzqIEE8bEdU,PHURR Official Song – Kapil Sharma x Yo Yo Honey Singh  | Josh Brar | Kis Kisko Pyaar Karoon 2,Ishtar Music,2025-11-14,2025,11,142,PT3M26S,23653935,301142.0,14414.0,166577.01,1,en,English,search,10,2026-04-05 12:42:05
qfeTNQB4vLw,Paint The Town Red - First Step | Dance Tutorial,Chanieme,2023-09-25,2023,9,923,PT23S,10792181,617284.0,1016.0,11692.5,0,en,English,search,10,2026-04-05 12:42:05
yDv0WSgXJVg,"""Senorita Zindagi Na Milegi Dobara"" Full HD Video Song | Farhan Akhtar, Hrithik Roshan, Abhay Deol",T-Series,2012-09-22,2012,9,4942,PT3M52S,157178915,741596.0,8287.0,31804.72,0,fil,fil,search,10,2026-04-05 12:42:05
dzsuE5ugxf4,Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010),shakiraVEVO,2010-06-15,2010,6,5773,PT3M33S,1076947863,6199727.0,277104.0,186549.08,1,es,Spanish,search,10,2026-04-05 12:42:05
pMOblGlvFuY,AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2025 🔥 TRENDING PHONK HITS,EMPIRE PHONK,2025-09-29,2025,9,188,PT1H5M15S,9372424,64146.0,2792.0,49853.32,0,pt-PT,pt-PT,search,10,2026-04-05 12:42:05
u9J-soG70J8,Night in Dubai ❌ Arabic ❌ Remix ❌ Song 2021 ❌ Bass Bosted (Official Video) 4K,DJ Abby,2021-02-27,2021,2,1862,PT3M15S,37130330,274051.0,3086.0,19941.1,0,en,English,search,10,2026-04-05 12:42:05
kCBov1UIey8,Top 5 PHONK songs of 2024 (so far),TheonlyMajed,2024-03-26,2024,3,739,PT1M1S,48275392,2225339.0,50105.0,65325.29,0,en,English,search,10,2026-04-05 12:42:05
0qRm-XDs9wM,Natanzinho Lima - Sem Limites Pra Sonhar (DE BAR EM BAR 9),Natanzinho Lima Oficial,2026-03-26,2026,3,9,PT3M4S,964692,11020.0,185.0,107188.0,1,pt-PT,pt-PT,BR,10,2026-04-05 12:42:05
s06y3qa3fEQ,"Qayamat (Song): Akshay,Abhishek,Riteish,Jacqueline,Sonam,Nargis |Sajid N |Tarun | Housefull 5",T-Series,2025-05-24,2025,5,316,PT2M56S,41096669,306201.0,11085.0,130052.75,1,en,English,search,10,2026-04-05 12:42:05
MuJXBJBTVkI,Yedhee - Video Song | Dhanush | Pavish | Anikha | GV Prakash | Amal C Ajith | Sruthy Sivadas #JNAK,Wunderbar Films,2025-04-13,2025,4,357,PT3M34S,55196032,219334.0,3244.0,154610.73,1,en-IN,en-IN,search,10,2026-04-05 12:42:05
WVq1siHnPxI,Kufar I Official Video | Diljit Dosanjh I Manushi Chhillar | Aura I Raj Ranjodh I MixSingh,Diljit Dosanjh,2025-10-15,2025,10,172,PT2M39S,73209306,348545.0,9200.0,425635.5,1,en,English,search,10,2026-04-05 12:42:05
bjQ-n4aqY8M,Hd Express Timli Song ❤️ Gujarati Song |😱#tappuparmar #gujarati #love #timli,Tappu Honey Parmar,2023-02-13,2023,2,1146,PT16S,58647050,641544.0,,51175.44,0,en,English,search,10,2026-04-05 12:42:05
mQ-NA_sQ5f8,Nijjar - God Did (Official Music Video) Latest Punjabi Songs 2025,NIJJAR,2025-12-06,2025,12,120,PT3M5S,52628478,339611.0,6731.0,438570.65,1,en-IN,en-IN,search,10,2026-04-05 12:42:05
afXY9osHEm0,2004 Vs 2024 Tamil Hits with AMMA! 🎤🎶,Sanathan Shree Krishnan,2024-12-30,2024,12,460,PT1M,4276303,170103.0,843.0,9296.31,0,en,English,search,10,2026-04-05 12:42:05
12rS6_rckwA,Shaky | Cover by - Anukriti @SanjuRathodSR #shaky #marathisong #bollywood #cover @anukriti,Anukriti,2025-06-11,2025,6,297,PT39S,21547666,484415.0,20359.0,72551.06,0,en,English,search,10,2026-04-05 12:42:05
W6-O00alJUo,Kuthanthram - Video Song | Manjummel Boys | Chidambaram | Sushin Shyam | Vedan | Parava Films,Think Music India,2024-03-25,2024,3,740,PT4M26S,32721231,258713.0,5512.0,44217.88,0,en,English,search,10,2026-04-05 12:42:05
tBbdSzwxqyY,Maher Zain - Rahmatun Lil’Alameen (Official Music Video) ماهر زين - رحمةٌ للعالمين,Maher Zain,2022-05-29,2022,5,1407,PT4M21S,312243478,3270610.0,108743.0,221921.45,1,ar,Arabic,search,10,2026-04-05 12:42:05
owjVpYCmwcg,BTS (방탄소년단) 'Take Two' Live Clip #2023BTSFESTA,BANGTANTV,2023-06-13,2023,6,1027,PT4M5S,65599611,2178978.0,119430.0,63874.99,0,ko,Korean,search,10,2026-04-05 12:42:05
kWS8Y7uqWn4,EMERGENCY BUDOTS 2023 - BUDOTS VIRAL REMIX - DJ JOHNREY DISCO REMIX,Dj Johnrey Masbate Remix ,2023-12-28,2023,12,828,PT4M51S,28063112,94261.0,1865.0,33892.65,0,en,English,search,10,2026-04-05 12:42:05
_-YZ_y7Gv4o,Pacha Parishkari (Lyrical Video) | ThirumaLi x Jay Stellar | Malayalam Rap 2024,ThirumaLi,2024-10-25,2024,10,526,PT2M59S,32097929,192866.0,5440.0,61022.68,0,en,English,search,10,2026-04-05 12:42:05
6ttobrfMnyQ,INNA - Bad Boys | Exclusive Online Video,INNA,2016-03-03,2016,3,3684,PT3M10S,359942429,1679187.0,40479.0,97704.24,0,en,English,search,10,2026-04-05 12:42:05
HnnMo5dMdgs,New Adivasi Song | Jangal Rakhwala Re: Aadiwasi | Aadiwood | 9 AugustSong | #adivasisong #adivasi,Aadiwood,2021-08-08,2021,8,1701,PT4M31S,119184368,794988.0,27624.0,70067.24,0,hi,Hindi,search,10,2026-04-05 12:42:05
YH0jA6gvDys,Bappa Yenar Yenar |बाप्पा येणार येणार |Sairaj Kendre song #viral |Ganpati bappa|Tanvi Patil |ganulya,SAGAR NAVALE MUSIC ,2025-08-10,2025,8,238,PT4M29S,21562426,37054.0,760.0,90598.43,0,mr,Marathi,search,10,2026-04-05 12:42:05
DBC2461TQbQ,"#Video - चोली के समान - #Ashish Yadav, Khushi Kakkar का आ गया लगन का सबसे ब्लास्ट - #New Magahi Song",Aashish Yadav Entertainment,2026-02-26,2026,2,38,PT2M55S,41011237,396890.0,20318.0,1079243.08,1,en,English,search,10,2026-04-05 12:42:05
hfIQlt3F9co,Joom Joom - જુમ જુમ | Aishwarya Majmudar | Aghori Muzik | TRENDING 2026 |Gujarati Garba Dance Music,Sur Sagar Music,2019-08-08,2019,8,2432,PT5M52S,17753386,114608.0,1952.0,7299.91,0,en,English,search,10,2026-04-05 12:42:05
ki0Ocze98U8,Drake - One Dance (Lyrics) ft. Wizkid & Kyla,Billion Stars,2020-09-14,2020,9,2029,PT2M55S,389941308,3007130.0,37467.0,192183.99,1,en,English,search,10,2026-04-05 12:42:05
2kpXoUP5Cio,"Tera Kasoor (Lyrical Video): Vishal Mishra | Mr. Faisu, Mannara | Payal Dev, Kunaal Vermaa",T-Series,2024-12-19,2024,12,472,PT3M49S,149454558,706431.0,15626.0,316641.01,1,en,English,search,10,2026-04-05 12:42:05
AJT0wfncukE,Suly Pheng - បើមានគេល្អជាងបង If Only - (feat. KZ) [Official MV],Suly Pheng,2026-03-06,2026,3,30,PT4M53S,1730375,12470.0,289.0,57679.17,0,km,km,KH,10,2026-04-05 12:42:05
PEU8cdL4RAg,Kismat Teri (Officical Video) : Inder Chahal | Shivangi Joshi | Babbu | Punjabi Song,Savage Rechords,2021-03-24,2021,3,1838,PT3M19S,178452269,1344576.0,116442.0,97090.46,0,en,English,search,10,2026-04-05 12:42:05
W4ePFqCM9_I,Viral Chill Songs Playlist 2025 💿 | Non-Stop Trending Lofi + Bollywood Mix | Part 1,𝐿𝒾𝓍 ,2025-07-02,2025,7,277,PT13M16S,16037955,219705.0,7597.0,57898.75,0,en,English,search,10,2026-04-05 12:42:05
Ie1GC0ohG7E,GUJJARI GUJJARI MAMINDLA KINDA FULL SONG | SWAMI SINGER | PRABHA | VAISHNAVI SONY | AKSHITH MARVEL,Love Duniya,2025-09-20,2025,9,197,PT4M47S,64669309,196984.0,4782.0,328270.6,1,en,English,search,10,2026-04-05 12:42:05
kIft-LUHHVA,Espresso,Sabrina Carpenter - Topic,2024-08-22,2024,8,591,PT2M56S,274996314,1976156.0,15269.0,465306.79,1,en,English,search,10,2026-04-05 12:42:05
4adZ7AguVcw,yung kai - blue (Lyrics),Creative Chaos,2024-12-31,2024,12,459,PT3M35S,214175748,1114188.0,39437.0,466613.83,1,en,English,search,10,2026-04-05 12:42:05
304QQ7Sp_90,GT Road (Official Video) - Gurnam Bhullar | Geet Goraya | Kaptaan | Starboy | Punjabi Song 2025,Desi Junction,2025-01-29,2025,1,431,PT2M39S,30850554,126640.0,4921.0,71579.01,0,en,English,search,10,2026-04-05 12:42:05
